714037502,1
714643703,0
715708659,1
715790583,0
716282099,1
716462330,0
716839153,1
717003006,0
717396210,1
717609214,0
717969649,1
718133496,0
718526711,1
718706935,0
719116532,1
719411448,0
719821048,1
720132347,0
720328945,1
720574716,0
720820507,1
721082621,0
721443057,1
721721595,0
722016498,1
722262265,0
722573560,1
722835703,0
723687666,1
723720446,0
724277491,1
724490777,0
724818161,1
724965628,0
725358833,1
725539064,0
725932277,1
726128887,0
726505716,1
726685943,0
727046386,1
727243000,0
727619825,1
727816443,0
728176882,1
728373496,0
728684786,1
728865021,0
729258226,1
729422072,0
729815283,1
729929980,0
730421490,1
730536185,0
730978548,1
731044088,0
731551992,1
731666679,0
732059894,1
732141820,0
732616946,1
732715256,0
733190385,1
733305081,0
733747441,1
733862141,0
734353654,1
734484730,0
1066457333,1
1067014396,0
1067030769,1
1067211000,0
1067587830,1
1067882747,0
1068144881,1
1068407032,0
1068701938,1
1068980474,0
1069275384,1
1069553916,0
1069832444,1
1070078202,0
1070389492,1
1070651639,0
1070962929,1
1071225079,0
1071519986,1
1071765753,0
1072077041,1
1072339191,0
1072634097,1
1072912637,0
1073207538,1
1073486072,0
1073764594,1
1074043127,0
1074321649,1
1074600190,0
1074895090,1
1075173626,0
1075452146,1
1075697917,0
1076009205,1
1076271352,0
1076566264,1
1076812024,0
1077139698,1
1077401847,0
1077696756,1
1077942520,0
1078253815,1
1078532344,0
1078827253,1
1079105787,0
1079384306,1
1079662841,0
1079941362,1
1080219898,0
1080498423,1
1080776953,0
1081071860,1
1081317630,0
1081628915,1
1081891068,0
1082185970,1
1082431737,0
1082759416,1
1083021561,0
1083316466,1
1083562231,0
1083873524,1
1084152055,0
1084430583,1
1084709112,0
1085004023,1
1085282558,0
1085561075,1
1085839607,0
1086118129,1
1086396664,0
1086691576,1
1086937335,0
1087248626,1
1087510775,0
1087805682,1
1088051448,0
1088362743,1
1088624887,0
1088936177,1
1089198332,0
1089493233,1
1089771770,0
1090050289,1
1090328824,0
1090623732,1
1090902263,0
1091180786,1
1091459324,0
1091737841,1
1091983612,0
1092311288,1
1092573433,0
1092868337,1
1093114105,0
1093425394,1
1093687544,0
1093982449,1
1094228220,0
1094555889,1
1094834425,0
1095112956,1
1095391479,0
1095670008,1
1095948542,0
1096243442,1
1096521982,0
1096800497,1
1097079032,0
1097357557,1
1097603325,0
1097914614,1
1098176759,0
1098488055,1
1098750199,0
1099045105,1
1099290871,0
1099602166,1
1099864312,0
1100175603,1
1100454135,0
1100732658,1
1101011193,0
1101289714,1
1101568252,0
1101846771,1
1102125304,0
1102420209,1
1102698744,0
1102977266,1
1103223032,0
1103534321,1
1103796471,0
1104107764,1
1104369911,0
1104664823,1
1104910585,0
1105221878,1
1105484024,0
1105778929,1
1106057463,0
1106352370,1
1106630905,0
1106909430,1
1107187959,0
1107466482,1
1107745020,0
1108039921,1
1108318456,0
1108596977,1
1108695287,0
1109154037,1
1109285113,0
1109711095,1
1109825784,0
1110284530,1
1110431993,0
1110841592,1
1110972727,0
1111398641,1
1111529719,0
1111972081,1
1112119544,0
1112529138,1
1112660215,0
1113086194,1
1113217272,0
1113643249,1
1113807097,0
1114216689,1
1114380535,0
1114773745,1
1114904829,0
1115330801,1
1115494647,0
1115904241,1
1116068088,0
1116461297,1
1116625143,0
1117034738,1
1117198588,0
1117591799,1
1117755640,0
1118148850,1
1118312695,0
1118705906,1
1118869752,0
1119262961,1
1119394045,0
1119836401,1
1119967479,0
1120393461,1
1120524536,0
1120950517,1
1121065208,0
1121523953,1
1121671416,0
1122081015,1
1122212094,0
1688377586,1
1689098488,0
1689491703,1
1689770233,0
1690048754,1
1690294520,0
1690622193,1
1690884349,0
1691179250,1
1691457783,0
1691736306,1
1692014840,0
1692309746,1
1692588279,0
1692866802,1
1693145336,0
1693423861,1
1693702402,0
1693997298,1
1694275838,0
1694554355,1
1694832888,0
1695127794,1
1695406327,0
1695668469,1
1695930615,0
1696241910,1
1696520444,0
1696815351,1
1697061118,0
1697356022,1
1697601789,0
1697945841,1
1698207994,0
1698486513,1
1698732280,0
1699059953,1
1699322107,0
1699633395,1
1699895549,0
1700174066,1
1700419837,0
1700747506,1
1701009657,0
1701304562,1
1701550329,0
1701861617,1
1702123769,0
1702418673,1
1702697208,0
1702992123,1
1703270652,0
1703549172,1
1703827703,0
1704106230,1
1704384759,0
1704663282,1
1704941819,0
1705236722,1
1705515256,0
1705793777,1
1706072314,0
1706350834,1
1706629370,0
1706924274,1
1707202811,0
1707481335,1
1707759866,0
1708038386,1
1708284151,0
1708595442,1
1708857598,0
1709168881,1
1709431032,0
1709725937,1
1709971703,0
1710282993,1
1710545143,0
1710856434,1
1711118584,0
1711413489,1
1711659256,0
1711970548,1
1712232699,0
1712527601,1
1712773368,0
1713101047,1
1713379575,0
